Ticket_ID,Subject,Description,Category,Priority
TKT-00227,Push notifications are delayed by several hours on the mobil...,Push notifications are delayed by several hours on the mobile app.,Technical,Medium
TKT-00228,Is there an API rate-limit increase available for our curren...,Is there an API rate-limit increase available for our current plan?,General Inquiry,Medium
TKT-00229,Are there any upcoming webinars or online events we can join...,Are there any upcoming webinars or online events we can join?,General Inquiry,Low
TKT-00230,"Dear support, What new features are planned for the next pro...","Dear support, What new features are planned for the next product release? Hello, ",General Inquiry,Medium
TKT-00231,Urgent: Are there any upcoming webinars or online events we ...,Urgent: Are there any upcoming webinars or online events we can join?,General Inquiry,Low
TKT-00232,Hoping someone can assist. I'm completely locked out after t...,Hoping someone can assist. I'm completely locked out after too many failed login attempts. Please unlock.,Account Access,High
TKT-00233,Would love an option to customize the color theme of the int...,Would love an option to customize the color theme of the interface. We've been waiting for days. ,Technical,Low
TKT-00234,"My session keeps expiring every few minutes, forcing me to r...","My session keeps expiring every few minutes, forcing me to re-login.",Account Access,Medium
TKT-00235,I want to downgrade my plan. Will I receive a prorated refun...,I want to downgrade my plan. Will I receive a prorated refund? Please note: ,Billing,Medium
TKT-00236,Can we get a dedicated account manager for our organization?,Can we get a dedicated account manager for our organization?,General Inquiry,Medium
TKT-00237,It would be nice to have dark mode support in the web app. T...,It would be nice to have dark mode support in the web app. Thanks in advance. ,Technical,Low
TKT-00238,This is really frustrating. I want to downgrade my plan. Wil...,This is really frustrating. I want to downgrade my plan. Will I receive a prorated refund?,Billing,Medium
TKT-00239,Executive sponsor wants a migration timeline document before...,Executive sponsor wants a migration timeline document before signing the PO.,General Inquiry,High
TKT-00240,Need a copy of my invoice from last quarter for tax purposes...,Need a copy of my invoice from last quarter for tax purposes.,Billing,Medium
TKT-00241,Can I use a passkey instead of a traditional password? By th...,"Can I use a passkey instead of a traditional password? By the way, ",Account Access,Low
TKT-00242,Do you have case studies from companies in the healthcare se...,Do you have case studies from companies in the healthcare sector?,General Inquiry,Medium
TKT-00243,"Also, Someone changed my email address on file. I think my a...","Also, Someone changed my email address on file. I think my account was hacked.",Account Access,High
TKT-00244,Please prioritize this. How do I enable two-factor authentic...,Please prioritize this. How do I enable two-factor authentication for my account?,Account Access,Medium
TKT-00245,This is really frustrating. Unauthorized login detected from...,This is really frustrating. Unauthorized login detected from a foreign IP. Lock my account immediately.,Account Access,High
TKT-00246,How do I disconnect a linked social media account?,How do I disconnect a linked social media account?,Account Access,Low
TKT-00247,Someone changed my email address on file. I think my account...,Someone changed my email address on file. I think my account was hacked.,Account Access,High
TKT-00248,The dashboard loads very slowly — takes over 30 seconds ever...,"The dashboard loads very slowly — takes over 30 seconds every time. Dear support, ",Technical,Medium
TKT-00249,Looking forward to a quick resolution. Security vulnerabilit...,Looking forward to a quick resolution. Security vulnerability found. Sensitive customer data may be exposed.,Technical,High
TKT-00250,Urgent: What is the process for submitting a feature request...,"Urgent: What is the process for submitting a feature request? By the way, ",General Inquiry,Medium
TKT-00251,How do I enable two-factor authentication for my account?,How do I enable two-factor authentication for my account?,Account Access,Medium
TKT-00252,"Hello, We are evaluating your product for a 5000-seat enterp...","Hello, We are evaluating your product for a 5000-seat enterprise deal. Need info ASAP. FYI — ",General Inquiry,High
TKT-00253,Hoping someone can assist. Need an emergency meeting with yo...,Hoping someone can assist. Need an emergency meeting with your solutions architect before our board call.,General Inquiry,High
TKT-00254,Need an emergency meeting with your solutions architect befo...,Need an emergency meeting with your solutions architect before our board call. Hoping someone can assist. ,General Inquiry,High
TKT-00255,FYI — Just wondering when the next billing cycle starts.,FYI — Just wondering when the next billing cycle starts.,Billing,Low
TKT-00256,What are the password complexity requirements? We've been wa...,What are the password complexity requirements? We've been waiting for days. ,Account Access,Low
TKT-00257,Hoping someone can assist. Unauthorized charge on my account...,Hoping someone can assist. Unauthorized charge on my account. I did not authorize this transaction at all.,Billing,High
TKT-00258,Urgent: Legal team requires your updated data processing agr...,Urgent: Legal team requires your updated data processing agreement within 24 hours. This is really frustrating. ,General Inquiry,High
TKT-00259,Someone changed my email address on file. I think my account...,Someone changed my email address on file. I think my account was hacked.,Account Access,High
TKT-00260,It would be nice to have dark mode support in the web app. A...,It would be nice to have dark mode support in the web app. Appreciate your help. ,Technical,Low
TKT-00261,Payment failed but money was deducted from my bank. Need res...,Payment failed but money was deducted from my bank. Need resolution ASAP.,Billing,High
TKT-00262,Subscription auto-renewed after I explicitly opted out. Refu...,Subscription auto-renewed after I explicitly opted out. Refund required urgently.,Billing,High
TKT-00263,I want to downgrade my plan. Will I receive a prorated refun...,I want to downgrade my plan. Will I receive a prorated refund?,Billing,Medium
TKT-00264,The discount I was promised during sign-up isn't reflected o...,The discount I was promised during sign-up isn't reflected on my bill. Urgent: ,Billing,Medium
TKT-00265,Appreciate your help. Legal team requires your updated data ...,Appreciate your help. Legal team requires your updated data processing agreement within 24 hours.,General Inquiry,High
